Unnamed: 0,age,gender,region_category,membership_category,joining_date,joined_through_referral,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
11805,40,1,2,1,2015-04-16,3,1,3,11,721.02,65140.69,29.549947520316202,805.93,1,2,1,3,6,0
11806,61,2,2,5,2015-09-07,2,1,3,22,-666.5043853205412,9015.8,11.0,553.51,2,1,2,2,1,1
11807,56,2,2,2,2016-06-13,1,1,3,13,464.09,47993.48,Error,620.38,1,2,2,2,4,1
11808,20,1,3,5,2017-07-26,3,1,3,18,33.59,48491.64,24.0,651.49,2,1,1,4,3,1
11809,44,1,2,3,2015-10-11,2,2,3,4,403.42,9621.98,13.0,686.8821987429081,1,2,1,5,5,0
11810,62,2,3,2,2015-10-14,1,2,3,2,216.78,6496.61,12.0,606.4,2,1,2,2,8,1
11811,35,2,3,2,2016-03-23,2,1,3,15,340.07,4511.66,11.0,920.320216478666,1,2,1,5,3,1
11812,25,2,3,5,2016-05-19,1,3,3,6,402.7,5198.76,20.0,692.92,2,1,1,4,3,0
11813,13,1,3,5,2016-08-29,3,1,3,3,34.14,32101.37,18.0,712.53,1,2,2,2,9,0
11814,30,1,3,2,2017-07-14,2,3,3,22,458.83,5397.79,12.0,592.96,2,1,2,2,3,1
11815,45,2,2,5,2016-07-29,1,1,3,16,117.54,33464.07,10.0,537.35,2,1,2,2,1,1
11816,52,2,2,1,2017-12-18,1,1,3,-999,599.31,15804.93,11.0,837.98,1,2,2,2,6,0
11817,16,1,3,1,2016-11-30,1,2,3,11,32.19,22590.03,Error,798.58,2,1,2,2,1,0
11818,51,1,1,2,2015-06-17,3,2,3,1,33.12,24805.48,12.0,594.22,2,1,2,2,8,1
11819,50,2,3,2,2015-06-06,2,3,3,19,416.94,25184.72,23.0,619.86,1,1,2,2,8,1
11820,25,2,2,5,2016-03-19,3,2,3,18,237.52,46512.4,29.0,1551.8548539631631,1,1,2,2,4,0
11821,16,1,3,2,2016-03-07,2,1,3,12,70.45,23072.31,22.0,601.15,2,1,2,2,8,1
11822,24,1,1,4,2015-09-07,3,1,3,13,255.98,31782.02,6.0,666.52,2,1,1,3,3,1
11823,61,1,3,3,2017-12-26,2,1,3,6,322.59,1770.27,42.415371830912534,754.74,1,1,2,2,5,0
11824,37,2,3,5,2015-01-31,2,3,3,-999,105.19,13467.93,Error,612.71,1,2,2,2,2,1
11825,12,1,3,5,2015-09-17,3,2,3,4,364.41,38539.05,13.0,612.91,1,2,1,5,1,1
11826,47,2,2,3,2015-02-11,2,1,3,3,98.55,40435.75,20.0,616.26,2,1,2,2,3,1
11827,18,1,2,4,2015-03-31,3,2,3,-999,33.68,29909.9,25.0,692.87,2,1,1,3,2,1
11828,34,2,1,2,2015-04-03,3,3,3,-999,214.84,17600.71,6.0,570.88,1,2,1,1,1,1
11829,12,2,3,2,2016-07-20,1,2,3,10,111.14,21514.67,10.0,570.58,1,2,1,1,8,1
11830,58,2,3,5,2017-07-25,2,2,3,5,438.68,31962.47,Error,527.43,1,2,2,2,4,1
11831,32,2,3,1,2017-08-01,1,2,3,23,67.97,44474.97,18.0,686.8821987429081,2,1,2,2,2,0
11832,62,1,2,1,2017-03-22,1,1,3,18,235.09,87671.24,7.0,789.48,1,1,1,5,6,0
11833,57,2,3,1,2017-09-05,2,1,3,2,242.2,75650.65,10.0,1137.7582753110182,1,1,1,5,6,0
11834,19,1,2,2,2017-08-07,2,1,3,19,98.39,8403.41,5.0,704.92,1,2,1,1,4,1
11835,51,1,1,4,2017-09-21,3,2,3,17,-590.4979974027565,7936.45,18.0,769.14,2,1,1,1,2,0
11836,36,2,2,5,2016-07-15,2,1,3,15,327.25,38119.56,23.0,640.52,2,1,2,2,3,1
11837,52,1,1,5,2015-12-21,2,2,3,19,75.55,16062.3,22.0,1002.470854861174,2,1,1,3,1,1
11838,17,2,3,5,2016-10-29,2,2,3,24,112.19,12154.71,15.0,927.6756599765752,1,2,2,2,1,1
11839,34,2,3,2,2015-12-04,2,2,3,12,201.78,45885.41,28.0,668.38,1,2,2,2,4,1
11840,18,1,3,3,2016-06-07,2,1,3,7,306.35,31358.38,13.0,675.85,1,1,2,2,3,1
11841,17,1,3,5,2015-01-23,1,1,3,13,33.41,17790.85,7.0,782.26,2,1,2,2,5,0
11842,53,1,2,2,2015-06-14,2,1,3,10,189.28,23854.75,9.0,658.63,2,1,1,3,1,1
11843,36,1,1,1,2016-07-11,3,1,3,10,313.9,45298.42,19.0,793.99,2,1,2,2,8,0
11844,55,1,2,5,2016-07-07,2,2,3,5,249.2,5618.21,5.0,768.3,1,1,2,2,7,0
11845,16,1,1,5,2016-09-27,1,1,3,20,30.71,45665.53,25.0,712.85,2,1,1,1,2,1
11846,54,1,3,4,2016-09-04,3,2,3,17,385.35,47262.13,19.0,636.66,1,1,1,3,2,1
11847,11,2,2,4,2017-01-25,2,2,3,6,175.65,48759.39,16.0,686.8821987429081,2,1,2,2,8,0
11848,17,2,3,5,2015-09-13,2,1,3,21,35.71,2269.13,29.0,699.18,2,1,2,2,1,1
11849,41,2,2,5,2015-12-11,2,1,3,17,290.82,30291.03,9.0,682.71,1,1,1,3,4,1
11850,62,2,3,3,2016-12-31,1,1,3,15,186.82,45725.55,7.0,954.6229889912776,2,1,1,5,8,1
11851,59,1,3,3,2017-11-21,2,1,3,9,395.3,43978.54,-8.351025610402921,789.6,1,1,2,2,8,0
11852,21,1,3,2,2017-03-05,1,3,3,24,66.88,29050.54,19.0,693.73,2,1,2,2,1,1
11853,23,2,1,5,2017-05-06,2,1,3,2,30.22,71707.27,2.0,771.66,2,1,1,4,5,0
11854,47,1,1,5,2015-10-14,1,1,3,13,41.16,61727.22,14.0,836.2,1,2,2,2,9,0
11855,55,2,3,5,2017-11-26,2,2,3,14,30.57,39737.97,40.08906457672065,504.3,1,2,2,2,8,1
11856,37,2,2,4,2016-10-13,3,2,3,3,254.25,10379.09,27.0,686.8821987429081,1,2,1,5,8,0
11857,61,1,3,2,2017-12-23,3,3,3,7,52.66,10470.85,21.0,516.44,2,1,2,2,1,1
11858,59,2,3,4,2017-07-20,1,3,3,-999,193.65,32348.25,28.0,686.8821987429081,1,2,2,2,4,1
11859,18,2,3,3,2016-10-08,2,2,3,3,76.09,58759.72,10.0,822.04,2,1,1,4,6,0
11860,50,2,3,3,2015-07-10,1,3,3,6,45.6,38769.06,7.0,635.49,2,1,1,5,3,1
11861,13,1,3,5,2015-01-04,2,2,3,12,142.5,2468.4,13.0,676.33,1,2,1,4,8,1
11862,23,2,1,3,2016-08-30,1,1,3,14,57.09,7006.98,20.0,798.47,2,1,1,5,3,0
11863,50,2,3,3,2017-08-21,1,2,3,8,143.8,13883.77,26.0,758.43,2,1,2,2,4,0
11864,42,2,3,2,2017-01-24,2,1,3,8,31.18,28987.92,9.0,614.93,2,1,2,2,3,1
11865,49,2,3,5,2016-06-04,2,3,3,14,56.59,7365.12,14.0,596.96,2,1,2,2,3,1
11866,34,2,3,3,2017-10-19,2,3,3,18,34.75,40726.93,22.0,686.8821987429081,2,1,2,2,1,1
11867,35,2,3,1,2017-02-20,1,2,3,23,258.56,11700.08,22.0,338.09077201062934,1,2,1,1,1,0
11868,35,2,3,4,2015-06-25,1,1,3,13,975.84,43387.38,22.0,405.6415139715155,2,1,2,2,4,1
11869,45,1,3,1,2017-05-19,2,2,3,22,83.22,45088.35,12.0,795.37,2,1,1,3,2,0
11870,22,1,3,5,2015-05-22,2,2,3,5,334.66,43540.92,24.0,154.00845806001908,1,2,2,2,3,1
11871,23,1,1,1,2017-03-05,1,3,3,-999,263.76,12628.13,2.0,842.02,2,1,2,2,6,0
11872,30,1,3,3,2016-08-17,1,2,3,20,31.26,47432.94,16.0,1105.5917183781764,1,2,1,4,8,1
11873,25,1,3,1,2016-11-12,3,2,3,16,85.96,27341.26,10.0,708.56,2,1,1,4,4,0
11874,27,2,3,3,2016-07-24,2,1,3,11,350.56,46500.2,Error,726.69,1,1,2,2,2,0
11875,12,2,2,2,2015-05-26,1,3,3,14,92.34,42879.96,6.0,1678.188772896503,1,2,1,1,8,1
11876,19,2,3,1,2017-11-23,2,2,3,4,30.68,39449.17,17.0,748.26,1,2,2,2,4,0
11877,42,2,3,2,2017-06-15,2,2,3,5,458.91,45848.88,15.0,606.94,2,1,1,3,2,1
11878,23,2,3,5,2016-06-12,1,1,3,25,191.17,45317.64,8.0,595.65,2,1,2,2,3,1
11879,35,1,3,1,2015-09-14,3,1,3,20,72.83,20147.82,17.0,767.37,1,2,2,2,2,0
11880,53,1,3,5,2017-08-11,1,1,3,9,149.57,31938.68,12.0,790.07,2,1,1,1,6,0
11881,14,2,2,5,2017-08-05,2,1,3,14,149.53,13990.75,24.0,682.76,2,1,2,2,3,1
11882,30,1,3,5,2015-11-22,2,3,3,14,395.88,32994.43,22.0,489.3687512233325,2,1,1,3,8,0
11883,64,1,2,3,2016-06-01,2,1,3,-999,359.54,56441.3,14.0,750.79,1,2,2,2,6,0
11884,12,2,1,5,2017-11-10,3,3,3,1,-652.4479028716743,17034.16,Error,196.52113553987687,2,1,1,3,4,0
11885,26,2,2,5,2015-07-12,1,3,3,22,530.81,37353.5,16.0,686.8821987429081,2,1,2,2,1,1
11886,10,2,3,2,2015-10-12,2,1,3,18,52.08,42537.36,17.0,602.28,2,1,2,2,8,1
11887,23,1,2,2,2017-11-24,2,2,3,4,312.72,11952.55,6.0,311.32686491268083,2,1,1,5,8,1
11888,27,2,2,5,2016-01-05,3,3,3,23,201.51,42281.12,7.0,624.2,2,1,2,2,4,1
11889,42,1,2,5,2015-03-09,1,1,3,9,101.58,28375.09,8.0,195.2963129778631,1,2,2,2,4,0
11890,35,1,2,3,2015-07-31,1,2,3,12,82.93,49066.87,28.0,689.33,2,1,1,3,3,1
11891,32,1,2,5,2015-04-10,1,2,3,24,2120.2998521410746,46335.97,17.0,402.6343050020389,1,2,2,2,2,0
11892,34,2,3,1,2017-09-18,1,2,3,16,81.32,17629.14,27.0,717.59,1,2,2,2,8,0
11893,12,1,2,5,2015-11-11,2,3,3,11,308.14,31161.26,29.0,730.78,2,1,2,2,4,0
11894,46,1,1,1,2015-07-07,1,1,3,4,30.57,8097.43,17.0,745.2,1,2,2,2,2,0
11895,47,2,3,5,2017-11-09,1,2,3,15,33.39,5735.19,29.0,1034.4574454831727,1,2,1,3,2,0
11896,36,2,3,2,2015-07-03,1,2,3,23,47.51,33801.02,13.0,686.8821987429081,1,2,2,2,1,1
11897,62,1,2,2,2016-12-09,1,2,3,11,81.0,3004.15,25.0,642.54,2,1,1,4,8,1
11898,13,1,3,5,2017-05-17,1,2,3,9,1398.24,36768.95,23.0,688.07,1,2,1,3,8,1
11899,21,2,3,2,2015-09-22,1,2,3,7,-814.3802490178882,32697.94,18.0,652.27,2,1,2,2,2,1
11900,42,2,3,1,2017-09-30,2,2,3,7,277.86,13453.78,6.0,782.38,1,2,2,2,1,0
11901,50,2,2,2,2016-09-24,2,2,3,4,311.14,29068.86,9.0,1015.4971087830952,1,1,1,3,8,1
11902,42,2,2,1,2015-11-07,2,1,3,15,30.72,49847.15,24.0,706.6,2,1,2,2,1,0
11903,62,2,3,4,2017-06-22,1,2,3,13,81.02,27918.55,10.0,686.8821987429081,2,1,1,5,8,0
11904,18,1,2,2,2017-04-25,2,2,3,25,311.72,23609.92,5.0,601.41,1,2,1,5,3,1
11905,23,1,3,4,2017-02-21,2,3,3,23,158.24,18592.99,16.0,732.28,2,1,1,4,8,0
11906,37,2,2,4,2017-11-16,2,1,3,9,34.49,17730.5,28.0,751.29,2,1,2,2,8,0
11907,10,1,2,5,2016-02-04,2,1,3,12,501.1,11369.05,11.0,651.65,1,1,2,2,1,1
11908,62,1,2,5,2016-04-25,1,2,3,5,657.75,24163.72,27.0,509.2569000243557,1,1,2,2,8,0
11909,30,1,2,5,2016-12-04,2,2,3,13,50.63,16345.77,7.0,780.34,2,1,2,2,2,0
11910,28,1,3,5,2017-12-24,1,2,3,9,1304.9689799975583,40547.29,13.0,592.37,2,1,2,2,2,1
11911,58,1,1,4,2016-03-21,3,2,3,-999,494.3,4112.49,19.0,645.41,1,2,2,2,3,1
11912,49,2,2,3,2015-06-02,3,1,3,14,362.79,40941.53,22.0,686.8821987429081,1,2,2,2,4,1
11913,37,2,2,3,2016-12-10,3,2,3,9,-787.5400621570552,48306.26,7.0,705.83,2,1,2,2,3,1
11914,59,1,2,5,2017-07-17,2,2,3,13,33.78,90026.83,11.0,835.55,2,1,2,2,7,0
11915,41,2,3,5,2015-08-29,1,2,3,14,75.92,20523.96,14.0,607.41,1,2,2,2,3,1
11916,59,2,1,3,2017-04-22,2,1,3,20,33.04,6788.61,11.0,1403.1659129697475,2,1,2,2,2,1
11917,57,2,3,4,2016-09-12,1,3,3,18,44.45,9417.24,19.0,788.7,2,1,1,5,1,0
11918,20,1,2,1,2016-01-07,1,2,3,11,150.96,15461.62,13.0,785.4,1,2,2,2,6,0
11919,45,1,3,5,2016-02-15,1,1,3,10,1184.12,7909.16,8.0,521.06,1,1,1,4,4,1
11920,53,2,2,2,2016-01-14,3,2,3,7,523.1,35051.7,5.0,686.8821987429081,1,2,2,2,3,1
11921,44,2,2,4,2015-12-21,1,1,3,16,510.74,5754.55,Error,648.1,2,1,1,4,8,1
11922,60,1,3,3,2015-01-20,1,3,3,7,53.09,41603.33,21.0,747.32,2,1,2,2,2,0
11923,23,2,2,2,2016-12-14,1,2,3,12,48.86,48102.67,27.0,629.59,2,1,1,4,1,1
11924,24,1,2,1,2016-05-11,2,2,3,6,49.78,24255.14,15.0,765.77,2,1,2,2,8,0
11925,14,2,3,5,2016-10-02,1,2,3,24,382.65,31798.05,21.0,709.26,2,1,1,1,3,0
11926,42,1,3,1,2017-05-09,1,1,3,5,107.29,8281.33,5.0,759.53,2,1,1,5,3,0
11927,41,2,3,1,2016-05-10,1,2,3,11,1582.262194145604,17165.18,2.0,769.25,1,1,2,2,9,0
11928,45,2,3,4,2015-06-13,2,2,3,13,319.29,44679.33,29.0,718.5,1,1,2,2,3,0
11929,42,2,3,2,2015-03-12,2,2,3,3,371.28,12805.76,Error,531.39,1,2,1,5,2,1
11930,11,2,3,2,2017-04-03,1,2,3,16,532.8,26154.78,16.0,655.96,2,1,1,4,3,1
11931,30,1,3,5,2015-11-29,1,2,3,19,30.37,36631.18,32.45715698894741,757.69,2,1,1,5,6,0
11932,21,2,2,5,2015-09-01,1,2,3,15,32.31,95822.78,17.0,750.75,1,2,2,2,9,0
11933,40,1,2,5,2015-05-14,3,1,3,-999,79.22,46879.46,13.0,525.1,1,2,2,2,8,1
11934,60,2,3,1,2017-05-14,1,1,3,23,70.59,63477.24,17.0,1179.305487994408,1,2,1,3,9,0
11935,28,2,3,5,2017-11-23,3,2,3,12,294.4,23075.78,12.0,644.64,1,2,1,5,1,1
11936,36,2,1,3,2017-04-25,1,2,3,21,31.52,28147.66,6.0,704.5,2,1,1,1,3,0
11937,44,1,3,2,2015-10-24,2,2,3,3,389.8,11636.59,29.0,1089.8762583210666,1,2,1,4,3,1
11938,19,2,2,5,2016-12-07,3,2,3,8,626.67,43887.2,5.0,587.09,2,1,1,4,2,1
11939,45,1,3,3,2015-08-17,2,2,3,16,409.11,45419.11,11.0,433.2740330875986,1,2,1,5,2,0
11940,35,2,3,1,2015-09-20,1,1,3,12,41.66,8443.99,14.0,740.62,2,1,1,5,3,0
11941,23,2,1,2,2017-09-14,1,1,3,3,95.32,27931.37,25.0,663.57,1,2,1,5,1,1
11942,63,1,2,1,2015-04-05,2,3,3,4,212.61,76845.67,8.0,686.8821987429081,1,1,2,2,7,0
11943,60,1,3,3,2015-02-04,2,2,3,11,34.2,28604.52,Error,740.84,1,2,2,2,8,0
11944,60,2,1,5,2017-04-19,1,2,3,20,296.18,39062.65,Error,686.8821987429081,1,1,1,4,3,0
11945,11,2,3,1,2017-10-15,3,1,3,15,343.48,7741.32,10.0,761.29,1,2,1,3,2,0
11946,54,2,2,5,2017-12-04,1,2,3,17,31.41,22672.99,22.0,715.03,2,1,1,3,2,1
11947,46,1,3,1,2016-01-04,2,2,3,10,484.42,61833.21,11.0,332.3898681455264,1,2,1,1,5,0
11948,40,1,2,2,2017-09-18,2,2,3,10,163.89,17784.95,6.0,547.01,2,1,2,2,1,1
11949,61,2,3,5,2016-05-29,3,2,3,16,46.23,37235.43,22.0,611.47,1,2,1,3,3,1
11950,32,1,3,3,2017-01-27,2,2,3,-999,291.59,7607.68,20.0,747.6,2,1,2,2,2,0
11951,64,2,2,4,2017-07-10,1,2,3,18,129.24,28323.11,14.0,646.81,2,1,2,2,4,1
11952,58,1,2,3,2015-12-16,1,2,3,15,804.19,5000.83,13.0,775.92,1,1,2,2,1,0
11953,47,2,2,3,2016-08-09,2,2,3,15,31.67,11439.85,13.0,688.36,1,2,2,2,2,1
11954,49,2,2,1,2017-03-16,2,1,3,5,191.15,42430.95,Error,1147.035458084563,1,2,1,3,2,0
11955,22,1,2,5,2017-10-31,1,2,3,13,142.81,27995.54,Error,665.82,1,2,1,1,8,1
11956,26,1,1,1,2017-03-16,2,3,3,6,49.14,37308.19,5.0,780.12,2,1,2,2,3,0
11957,45,2,1,5,2017-10-30,2,2,3,13,226.13,24462.35,Error,565.22,1,2,1,3,4,1
11958,28,2,1,5,2016-11-26,2,2,3,13,112.4,39128.1,14.0,1063.362429658801,2,1,2,2,4,0
11959,35,1,2,2,2015-12-15,2,2,3,14,261.13,6877.77,14.0,955.8784125794476,2,1,2,2,1,1
11960,14,1,3,5,2015-07-15,1,1,3,6,232.76,49055.59,22.0,704.4,2,1,2,2,3,1
11961,16,2,3,5,2016-02-10,1,2,3,10,889.22,35321.16,20.0,686.8821987429081,1,1,2,2,4,0
11962,63,2,1,4,2017-06-08,1,2,3,9,520.59,26233.65,14.0,797.96,1,2,1,3,3,0
11963,31,2,2,2,2016-01-11,1,2,3,10,231.86,47452.31,14.0,636.9,1,2,1,5,1,1
11964,59,1,3,5,2016-06-18,2,2,3,12,84.93,48937.74,26.0,704.99,1,2,2,2,2,1
11965,56,1,2,4,2016-06-15,1,3,3,6,34.98,36335.19,12.0,700.5,2,1,2,2,3,1
11966,44,2,2,5,2016-03-08,3,2,3,3,138.84,12033.84,29.0,639.24,1,2,2,2,1,1
11967,11,1,3,2,2017-07-06,2,3,3,14,473.54,8872.82,6.0,669.67,1,2,1,3,4,1
11968,22,2,3,5,2016-08-04,1,2,3,15,280.15,29414.79,29.0,1011.1754709391136,1,2,2,2,2,1
11969,24,2,3,5,2015-09-11,2,3,3,4,224.91,45189.32,25.0,734.72,2,1,2,2,3,0
11970,39,1,3,5,2017-06-29,3,1,3,-999,108.03,13067.52,22.0,538.08,1,2,1,1,3,1
11971,17,1,3,3,2015-10-19,3,1,3,1,408.23,32083.73,Error,775.13,1,2,1,5,3,0
11972,60,2,3,5,2017-08-02,1,2,3,10,236.51,10769.83,12.0,782.98,1,2,2,2,3,0
11973,38,1,3,4,2016-04-19,2,2,3,10,218.78,33842.58,18.0,1033.7426403663403,1,2,1,1,4,0
11974,24,1,2,3,2016-03-14,1,1,3,1,794.89,33336.66,13.0,685.17,2,1,2,2,2,1
11975,14,2,3,5,2016-09-28,1,1,3,8,671.05,13323.37,8.0,660.05,1,2,2,2,8,1
11976,28,2,1,4,2016-10-09,2,3,3,6,88.56,1635.75,22.0,605.81,2,1,2,2,1,1
11977,58,1,3,4,2015-01-30,2,1,3,12,155.78,35036.76,8.0,1171.135686864947,2,1,1,1,3,1
11978,26,2,2,5,2015-02-02,1,1,3,10,32.71,93200.59,19.0,740.14,2,1,2,2,7,0
11979,36,1,3,5,2015-10-12,1,2,3,22,156.83,1470.78,19.0,607.28,2,1,1,3,3,1
11980,31,2,2,4,2015-07-20,1,1,3,11,336.38,17988.8,20.0,673.68,1,2,1,1,2,1
11981,58,2,3,4,2017-03-07,1,1,3,19,198.28,2180.21,24.0,787.91,2,1,1,1,4,0
11982,44,1,2,5,2016-01-12,1,1,3,16,120.16,32968.04,19.0,596.12,2,1,1,5,4,1
11983,25,2,3,4,2016-04-17,2,2,3,20,379.89,49684.14,17.0,160.1373715472938,1,1,2,2,8,1
11984,14,1,2,3,2015-11-23,2,2,3,23,43.72,43276.97,24.0,780.92,2,1,1,4,1,0
11985,59,1,3,2,2016-07-28,2,2,3,9,50.76,24265.44,25.0,-396.5816794617564,2,1,1,5,3,1
11986,48,1,2,5,2015-07-26,3,2,3,8,46.21,28459.2,19.0,535.12,2,1,1,5,8,1
11987,18,2,2,5,2017-12-06,1,2,3,15,30.58,39586.16,-11.291393510762461,686.8821987429081,1,2,2,2,1,1
11988,44,1,2,3,2016-04-09,2,3,3,6,103.82,10999.42,24.0,602.14,2,1,1,1,2,1
11989,35,2,3,5,2015-02-22,3,2,3,23,453.56,47197.3,11.0,729.4,1,2,1,1,3,0
11990,44,1,2,3,2017-03-13,3,2,3,12,349.42,25117.89,28.0,759.7,2,1,2,2,8,0
11991,19,1,2,4,2015-07-15,2,1,3,22,271.55,35668.91,8.0,660.84,1,2,2,2,3,1
11992,59,1,1,4,2015-05-15,2,1,3,14,313.69,4009.93,25.0,696.72,2,1,2,2,8,1
11993,63,2,2,1,2015-01-06,2,2,3,-999,116.45,15303.01,6.0,686.8821987429081,1,2,1,1,4,0
11994,31,1,3,5,2017-11-13,1,1,3,22,973.0408102987528,41094.29,13.0,249.9219892160486,2,1,1,4,1,1
11995,56,1,3,3,2015-03-16,1,1,3,9,754.03,7485.06,17.0,646.54,1,2,2,2,1,1
11996,53,2,2,5,2016-11-21,1,1,3,15,55.98,8590.52,19.0,754.37,1,2,2,2,1,0
11997,11,2,3,3,2017-08-23,2,2,3,6,166.56,14551.23,9.0,795.87,2,1,1,3,3,0
11998,46,2,3,3,2016-08-29,1,2,3,20,31.8,29577.8,9.0,686.8821987429081,2,1,1,4,3,1
11999,22,1,1,4,2015-05-10,2,1,3,16,80.0,47735.86,7.0,717.25,2,1,1,1,4,0
12000,45,2,1,4,2017-02-01,1,2,3,16,692.14,1535.82,29.0,758.51,1,2,2,2,8,0
12001,36,1,1,2,2016-04-17,1,1,3,6,33.9,44997.56,13.0,683.2,2,1,1,1,3,1
12002,28,2,2,5,2016-03-27,2,2,3,15,-833.0952900671773,48835.92,20.0,792.8,2,1,2,2,4,0
12003,55,1,2,1,2016-11-26,2,2,3,20,64.95,27907.73,16.0,686.8821987429081,2,1,1,5,1,0
12004,57,1,3,5,2017-08-03,2,2,3,14,81.44,8627.21,6.0,686.8821987429081,2,1,1,3,4,1
12005,28,1,3,2,2016-03-26,1,2,3,-999,34.59,43380.49,24.0,681.5,2,1,2,2,2,1
12006,44,1,1,5,2017-09-12,3,1,3,12,285.3,33099.11,26.0,738.98,2,1,1,5,1,0
12007,57,1,2,4,2017-04-18,2,2,3,5,70.14,30633.96,22.0,946.6311935935698,1,2,1,1,1,1
12008,62,2,2,1,2015-02-06,2,2,3,7,251.48,23371.21,11.0,1067.5770866929995,1,2,2,2,3,0
12009,57,1,3,4,2017-07-06,2,2,3,21,170.94,32962.82,25.0,1126.0023605857778,1,2,2,2,3,0
12010,15,1,1,4,2015-01-26,2,2,3,8,363.21,28868.45,18.0,765.68,1,2,2,2,2,0
12011,47,1,3,4,2016-05-11,1,2,3,17,-852.7751888368028,26409.65,28.0,651.0,1,2,1,5,3,1
12012,62,1,3,3,2015-07-03,2,2,3,19,68.7,9918.47,11.0,624.02,2,1,2,2,4,1
12013,12,1,3,5,2015-03-14,2,2,3,12,57.09,3406.56,15.0,632.81,2,1,2,2,4,1
12014,58,2,3,4,2015-08-30,2,1,3,16,123.85,912.39,9.0,705.46,1,2,2,2,1,0
12015,53,1,2,5,2017-02-13,3,3,3,16,183.51,24799.34,20.0,682.67,1,2,1,4,3,1
12016,24,2,3,4,2017-03-21,1,1,3,13,1102.07,31937.67,1.0,686.8821987429081,1,1,2,2,5,0
12017,38,2,3,2,2017-04-04,2,2,3,8,280.54,18534.38,12.0,645.51,2,1,1,5,1,1
12018,25,1,3,1,2016-06-17,1,1,3,4,80.91,83152.7,13.0,686.8821987429081,2,1,2,2,7,0
12019,33,1,2,5,2015-06-10,1,2,3,10,577.03,22531.2,6.0,622.29,1,1,2,2,8,1
12020,47,1,3,3,2015-04-03,1,1,3,16,74.1,22604.06,6.0,269.9981942731068,2,1,1,4,6,0
12021,63,2,3,4,2017-01-11,1,2,3,5,576.65,12600.77,6.0,769.97,2,1,1,1,8,0
12022,18,1,2,5,2016-09-22,1,3,3,2,1125.8223492280272,22038.81,16.0,719.5,2,1,1,5,1,1
12023,24,1,3,2,2015-06-22,2,2,3,9,180.57,43768.99,9.0,540.62,1,2,1,3,2,0
12024,53,2,3,5,2016-03-08,1,2,3,13,49.89,46433.43,8.0,934.7872137644036,2,1,1,5,8,1
12025,24,1,3,5,2015-02-11,1,1,3,6,57.39,8026.86,10.0,679.72,2,1,2,2,4,1
12026,57,2,3,3,2015-07-17,2,3,3,-999,32.45,37509.93,6.0,795.36,1,2,1,3,2,0
12027,60,2,2,2,2016-05-05,2,2,3,17,230.81,16548.12,14.0,520.79,2,1,1,3,2,1
12028,61,1,1,4,2017-10-03,2,2,3,13,156.22,36188.59,23.0,696.98,1,2,2,2,8,1
12029,63,1,3,2,2015-08-27,1,3,3,7,39.88,1343.4,28.0,686.8821987429081,2,1,1,5,2,1
12030,39,2,3,2,2015-02-04,2,2,3,11,1043.8034411702745,38069.61,14.0,501.99,1,2,2,2,2,1
12031,33,2,3,3,2015-06-03,1,2,3,21,652.45,97252.79,12.0,732.81,2,1,1,3,9,0
12032,56,1,1,1,2017-02-14,1,3,3,24,34.61,52827.1,8.0,816.45,2,1,2,2,9,0
12033,55,2,2,1,2017-09-09,1,1,3,-999,1369.01,82990.71,4.0,771.19,1,1,2,2,7,0
12034,33,2,3,4,2015-06-01,1,3,3,4,500.44,24202.39,13.0,693.36,2,1,2,2,1,1
12035,12,1,1,4,2016-01-20,1,1,3,21,54.32,17583.3,21.0,726.91,2,1,1,1,4,0
12036,25,2,3,2,2015-05-01,1,2,3,12,480.93,9355.84,5.0,557.64,1,2,2,2,8,1
12037,17,2,2,4,2015-05-15,2,1,3,6,30.57,21051.86,17.0,719.62,1,2,1,1,1,0
12038,24,2,1,3,2017-05-15,1,2,3,13,625.21,78068.8,1.0,775.74,1,1,2,2,7,0
12039,50,2,2,5,2015-02-21,2,2,3,17,34.49,31882.06,14.0,297.468232609871,2,1,2,2,1,1
12040,35,2,2,2,2017-04-28,3,2,3,13,49.28,22425.42,18.0,672.08,1,2,1,1,8,1
12041,15,2,1,5,2016-12-10,2,1,3,13,46.24,14572.26,27.0,248.567577403065,2,1,1,3,3,1
12042,62,2,2,5,2016-11-18,1,1,3,2,824.19,10968.3,22.0,686.8821987429081,1,1,1,4,4,1
12043,13,2,2,5,2015-03-24,2,2,3,18,158.05,34845.89,10.0,753.65,1,2,2,2,6,0
12044,28,1,3,2,2017-02-27,2,2,3,9,238.16,4423.15,Error,576.72,2,1,2,2,8,1
12045,60,1,2,3,2017-12-15,3,1,3,16,30.76,45521.15,14.0,751.58,1,2,2,2,8,0
12046,28,2,3,3,2016-02-10,1,1,3,9,830.76,29665.26,49.2967272346713,688.9,1,2,2,2,3,1
12047,17,1,2,1,2016-04-21,1,2,3,9,198.73,48574.31,1.9461839132869159,778.42,2,1,1,1,2,0
12048,14,2,3,5,2015-03-22,1,1,3,12,51.08,1792.63,Error,584.9,2,1,2,2,2,1
12049,36,1,2,4,2016-10-19,3,2,3,7,40.06,19459.73,22.0,640.03,2,1,1,5,4,1
